YORF	Cell-cycle Alpha-Factor 1	Cell-cycle Alpha-Factor 2	Cell-cycle Alpha-Factor 3	Cell-cycle Alpha-Factor 4	Cell-cycle Alpha-Factor 5	Cell-cycle Alpha-Factor 6	Cell-cycle Alpha-Factor 7	Cell-cycle Alpha-Factor 8	Cell-cycle Alpha-Factor 9	Cell-cycle Alpha-Factor 10	Cell-cycle Alpha-Factor 11	Cell-cycle Alpha-Factor 12	Cell-cycle Alpha-Factor 13	Cell-cycle Alpha-Factor 14	Cell-cycle Alpha-Factor 15	Cell-cycle Alpha-Factor 16	Cell-cycle Alpha-Factor 17	Cell-cycle Alpha-Factor 18	Cell-cycle cdc15 10m	Cell-cycle cdc15 30m	Cell-cycle cdc15 50m	Cell-cycle cdc15 70m	Cell-cycle cdc15 80m	Cell-cycle cdc15 90m	Cell-cycle cdc15 100m	Cell-cycle cdc15 110m	Cell-cycle cdc15 120m	Cell-cycle cdc15 120m	Cell-cycle cdc15 130m	Cell-cycle cdc15 140m	Cell-cycle cdc15 150m	Cell-cycle cdc15 160m	Cell-cycle cdc15 160m	Cell-cycle cdc15 170m	Cell-cycle cdc15 180m	Cell-cycle cdc15 190m	Cell-cycle cdc15 200m	Cell-cycle cdc15 210m	Cell-cycle cdc15 220m	Cell-cycle cdc15 240m	Cell-cycle cdc15 250m	Cell-cycle cdc15 270m	Cell-cycle cdc15 290m	Cell-cycle Elutriation 0.0hrs	Cell-cycle Elutriation 0.5hrs	Cell-cycle Elutriation 1.0hrs	Cell-cycle Elutriation 1.5hrs	Cell-cycle Elutriation 2.0hrs	Cell-cycle Elutriation 2.5hrs	Cell-cycle Elutriation 3.0hrs	Cell-cycle Elutriation 3.5hrs	Cell-cycle Elutriation 4.0hrs	Cell-cycle Elutriation 4.5hrs	Cell-cycle Elutriation 5.0hrs	Cell-cycle Elutriation 5.5hrs	Cell-cycle Elutriation 6.0hrs	Cell-cycle Elutriation 6.5hrs	Cell-cycle CLN3 induction 30m	Cell-cycle CLN3 induction 40m	Cell-cycle CLB5 induction 40m	Sporulation 0	Sporulation 30m	Sporulation 2h	Sporulation 5h	Sporulation 7h	Sporulation 9h	Sporulation 11h	Sporulation 2h (v. 5h)	Sporulation 7h (v. 5h)	Sporulation 11h (v. 5h)	Sporulation ndt80- Early	Sporulation ndt80- Middle	Sporulation ndt80over	Diauxic Shift 19.0g/L	Diauxic Shift 18.7g/L	Diauxic Shift 17.6g/L	Diauxic Shift 14.0g/L	Diauxic Shift 7.5g/L	Diauxic Shift 0.2g/L	Diauxic Shift 0g/L
YPL270W	-0.06	-0.23	 0.34	 0.00	 0.04	-0.40	-0.06		-0.17	-0.14	-0.17	-0.10	-0.22	-0.29	-0.42	-0.38	-0.18	-0.09	-0.60	-0.47	-0.34	-0.27	 0.29	-0.42	 0.54	-0.27	-0.09	 0.43	-0.51	-0.07	-0.47	 0.58	-0.56	 0.03	 0.83	-0.81	 0.72	-0.34	 0.28	 1.36	-0.62	-0.64	-0.49	 0.10	-0.38	-0.15	 0.10	-0.25	-0.17	-0.07	-0.03	 0.15	 0.06	 0.08	-0.10	-0.43	-0.32	 0.36	 0.70	 0.41	-0.69	-0.60	-0.64	-0.84	-1.64	-1.64	-1.43	-0.15	-1.00	-1.18	-0.58	-0.60	-1.51	-0.58	-0.86	-0.38	-0.09	-0.04	-0.40	 0.10
YBR012W-A	 1.41	 0.82	 1.49	 1.50	 1.63	 1.72	 0.99	 0.29	 1.08	 1.10	 1.45	 1.11	 0.80	 1.19	 1.23	 1.13	 1.01	 0.93	-0.79	-0.07		-0.27	 0.40	-0.76	 0.77	-1.00	 0.29	 0.37	-0.67	 0.20	 0.32	 0.18	-0.34	 0.03	 0.64	-0.69	 0.31	-0.18	 0.90	 0.21	-1.03	 0.26	-0.74	 0.60	-0.34	 0.23	 0.07	 0.28	-0.43	-0.23	-0.58	-0.32	-0.25	-0.92	-0.23	-0.47	-0.22	 1.69	 1.18	 2.12	-0.09	 0.07	-0.12	-0.56	-0.51	-0.69	-0.92	 0.46	-0.06	-0.40	 0.00	-0.12	-0.10	 0.20	 0.21	 0.32	-0.06	-0.10	-0.94	-0.56
YDR177W	 0.03	 0.50	-0.01	-0.40	-0.18	-0.47	 0.25	-0.27	 0.16	-0.07	-0.03	-0.32	 0.00	-0.69	-0.20	-0.32	-0.34	-0.22	 0.07	 0.32	 0.29	 0.00	-0.22	 0.14	-0.17	 0.15	 1.10	 0.32	 0.24	-0.89	 0.03	-0.36	-0.81	-0.04	-0.89	 0.24	-1.12	 0.37	-0.86	-0.56	 0.72	 0.59	 1.03	-0.56	-0.18	-0.49	-0.47	-0.47	-0.74	-0.45	-0.54	-0.32	-0.10	-0.38	 0.08	-0.03	-0.30	 0.32	 1.63	-0.03	-0.32	-0.51	-0.09	 1.12	 2.65	 2.58	 2.25	-1.22	 1.45	 0.99	 0.24	 0.26	 1.33	 0.03	 0.01	 0.57	-0.06	 0.14	 0.33	 0.56
YMR213W	-0.20	-0.60	-0.42	-0.79	-0.38	-0.42	-0.12	-0.27	-0.22	-0.20	-0.43	-0.27	-0.34	-0.71	-0.49	-0.36	-0.15	-0.25	 0.94	 0.74	 0.33	 0.14	-1.06	 0.20	-0.86	 0.12	-1.43	-0.04	 0.37	-0.07	-0.03	-0.74	-0.69	-0.12	-0.56	 0.34	-0.74	 0.40	-1.00	-0.79	 0.49	 0.23	 0.32	 0.32	-0.67	-0.47	-0.30	 0.21	-0.06	-0.32	-0.22	-0.25	-0.29	-0.38	-0.27	-0.25	-0.17	-0.54	 0.42	-0.36	-0.32	-0.71	-1.09	-0.84	-1.25	-1.69	-1.60	-0.58	-0.67	-0.86	-0.86	-0.25	-0.86	-0.51	-0.10	 0.03	-0.40	-0.42	 0.77	 0.11
YBR012W-B	 1.06	 0.71	 0.90	 0.85	 0.99	 0.73	 0.88	 0.19	 0.86	 0.95	 0.69	 0.73	 0.67	 0.70	 0.83	 0.82	 0.49	 0.75	 0.11	 0.15	-0.15	 0.18	 0.41	 0.12	 0.99	 0.28	 0.00	 0.11	 0.25	-0.07	-0.09	 0.32	-0.09	-0.10	 0.70	-0.03	 0.67	-0.17		 0.69	-0.14	-0.15	-0.12	-0.20	-0.01	-0.38	 0.03	-0.03	-0.67	-0.38	-0.54	-0.09	-0.15	-0.62	-0.18	-0.62	-0.29	 0.23	-0.04	 0.96	 0.01	-0.09	-0.17	-0.60	-0.76	-0.97	-1.32	 0.39	-0.17	-0.89	 0.10	-0.18	 0.42	 0.10	 0.07	-0.01	-0.06	 0.06	-0.12	-1.29
YLR161W	-0.56	-0.74	-0.40	-0.62	 0.30	-0.30	-0.25	-0.42	-0.60	-0.56	-1.00	-0.81	-0.79	-0.62		-0.60	-0.12	-0.79	-0.84	-0.67	-0.56	-0.20	 0.44	-0.01	 0.07	-0.12	 0.14	-0.10	-0.14	-0.42	-0.30	-0.07	-1.22	-0.27	 0.42	 0.19	 0.66	 0.01	 0.62	 0.23	-0.89	 0.01	-0.36	 0.29	-0.51	-0.69	-0.25	-0.38	-0.67	-0.25	-0.09	 0.01	-0.43	-0.67	-0.38	-0.42	-0.51	 0.66	 0.90	-0.56	-0.54	-0.49	-0.17	-0.47	-0.29	-0.49	-0.60	-0.42	-0.40	-0.10	-0.27	-0.76	-0.76	-0.22	-0.10	 0.55	 0.07	 0.19	 0.20	 0.44
YLR234W	-0.54	-0.43	 0.01	-0.06	 0.10	-0.38	-0.04	-0.34	-0.12	-0.10	-0.10	 0.26	-0.12	-0.30	-0.47	-0.40	-0.14	-0.23	-0.06	 0.33	 0.69	 0.19	-0.84	-0.51	-0.69	-0.81	-0.58	-1.36	 0.04	-0.25	 0.31	-0.32	-0.09	 0.20	-0.36	-0.15	-0.84	-0.69	-0.76	-0.43	-0.40	-0.42	-0.79	-0.23	-0.71	-0.47	-0.29	 0.10	 0.50	 0.10	 0.34	 0.23	 0.23	-0.22	 0.08	-0.51	-0.09	 1.57	 1.23	-0.30	-0.27	 0.72	 0.00	-0.10	 0.26	-0.03	-0.18	-0.09	-0.32	-0.30	 1.09	 0.70	-0.18	-0.79	 0.31	-0.32	-0.40	-0.36	 1.10	 0.58
YLR307W	 0.24	-0.56	 0.48	-0.56	 0.14	-0.01	 0.29	-0.09	-0.20	 0.03	-0.47	-0.36	-0.04	-0.03	-0.36	-0.36	-0.20	-0.04	 0.19	 0.51	 0.14	-0.45	 0.40	-0.69	 0.36	-0.43	 0.16	 0.46	 0.46	-0.36	-0.14	-0.32	-1.06	-0.56	 0.63	-0.20	-0.09	-0.32	 0.07	 1.12	-0.40	-0.23	-0.12	-0.54	-0.89	-0.36	-1.00	-0.49	-1.09	-0.64	-0.40	-0.81	-0.64	-0.81	-0.40	-0.54	-0.58	 0.25	 0.91	-0.56	-0.42	-0.07	 0.19	 3.21	 4.14	 3.75	 3.38	-3.84	 1.58	 0.68	 0.60	 3.02	 5.40	-0.71	-0.42	-0.09	-0.23	-0.22	 0.96	 0.19
YHR021C	-0.14	-0.64	-0.30	-0.45	-0.15	-0.54	 0.23	-0.60	-0.27	 0.12	-0.34	-0.30	-0.10	-0.22	 0.14	-0.23	 0.01	-0.23	-0.04	-0.15	-0.23	-0.07	-0.32	 0.10	-0.07	-0.04	-0.40	-0.49	-0.04	-0.20	-0.07	-0.23	 0.04	-0.20	-0.18	-0.34	-0.74	 0.01	-0.27	 0.06	-0.23	-0.30	-0.25	-1.32	-0.47	-0.32	-0.27	 0.30	 0.00	-0.09	 0.16	-0.06	-0.04	-0.32	-0.42	-0.40	-0.25	-0.14	 0.28	 0.04	-0.94	-2.06	-1.25	-1.60	-1.79	-1.06	-0.76	-0.47	-0.71	 0.41	-1.29	-1.51	-1.29	-0.34	-0.18	 0.48	 0.03	-0.15	-0.51	-1.32
YKL151C	-0.12	 0.04	 0.32	 0.25	 0.01	-0.45	 0.01	-0.51	-0.25	-0.49	-0.43	-0.47	-0.30	-0.69	-0.30	-0.40	 0.29	-0.62	-0.10	-0.69	-0.71	-0.06	 0.14	 0.12	-0.04	 0.34	 2.59	 0.58	 0.49	-0.04	 0.68	-0.34	-0.71	 0.08	 0.11	-0.06	 0.19	 0.26	 0.46	 0.51	 0.77	 0.72	 0.92	 1.15	 0.32	 0.23	-0.01	-0.47	-0.67	-0.43	-0.15	-0.27	-0.71	-0.54	-0.03	 0.15	 0.31	-0.29	 0.04	 0.07	-0.27	-0.14	-0.14	-1.47	-2.18	-2.40	-1.15	 1.22	-0.79	-0.30	-0.94	-2.12	 0.34	-0.12	 0.24	 0.58	 0.62	 0.25	 2.52	 1.76
YKL224C	-0.10	-0.06	-0.01	-0.20	-0.10	-0.43	-0.03	-0.56	-0.29	-0.40	-0.34	-0.34	 0.06	-0.58	-0.10	-0.58	 0.04	-0.74	 0.82	 0.51	 0.07	-0.14	-0.74	-0.36	-0.30	-0.42	-0.25	-0.54	 0.06	-0.10	-0.18	-0.09	-0.14	 0.18	-0.12	 0.00	-0.25	-0.15	-0.32	 0.10	-0.22	-0.09	-0.23	-0.14	-0.04	-0.32	-0.69	-0.15	-0.14	-0.14	-0.01	 0.01	-0.14	-0.09	-0.06	-0.07	-0.27	 0.21	 0.52	-0.38	-0.27	 0.21	 0.21	 0.20	 0.76	 0.52	 0.48	 0.18	 0.18	 0.18	 0.58	 1.14	-0.17	-0.04	-0.23	-0.18	-0.40	-0.40	-0.29	-0.86
YGR115C	-0.15	-0.30	-0.34	-0.17	-0.27	 0.20	-0.30	 0.28	 0.12	 0.19	 0.26	 0.01	-0.04	 0.07	-0.07	 0.14	-0.04	-0.01	-0.25	-0.09	-0.20	-0.38	-0.43	-0.64	-0.29	-0.36	-0.74	 0.45	-0.36	-0.60	-0.60	-0.56	-0.25	-0.18	-0.17	-0.38	-0.58	-0.54	-0.36	-0.25	-0.38	-0.64	-0.49	 0.61	 0.18	-0.07	 0.19	-0.07	 0.07	 0.11	 0.24	 0.03	 0.19	 0.31	 0.18	-0.06	 0.23	 0.37	 0.45	-0.18	 0.36		-0.14	-0.07	-0.32	-0.15	 0.10	 0.25	-0.29	 0.07	 0.28	-0.32	-0.60	-0.14	-0.17	 0.12	 0.07	-0.12	 0.31	-0.51
YDR534C	-0.38	-0.49	-0.15	-0.06	 0.19	 0.12	 0.65	 0.45	 0.74	 1.04	 0.77	 0.86	 0.96	 0.67	 0.86	 0.93	 1.21	 0.94	-0.15	-0.18	-0.38	-0.58	 0.28	-0.47	 0.37	-0.30	 0.41	 0.14	 0.03	-0.54	 0.56	 0.60	-0.74	-0.45	 0.25	-0.36	 0.52	-0.18	 0.72	 0.50	-0.74	 0.10	-0.60	 0.88	 0.59	 0.90	 0.11	 0.04	-0.23	-0.42	-0.14	-0.18	-0.09	-0.86	 0.00	-0.01	-0.09	-0.03	 0.29	-0.22	-0.15	-0.81	-0.58	-0.86	-0.81	-0.49	-0.71	 0.44	 0.20	 0.14	-1.32	-1.56	-0.09	-0.06	-0.40	-0.22	-0.69	-0.34	 0.10	-0.27
YMR141C	-0.20	 0.18	 0.36	-0.07	-0.14	-0.30	-0.17	-0.49	-0.32	-0.04	-0.18	-0.09	-0.34	-0.32	-0.42	-0.43	 0.16	-0.20	-0.27	-0.20	-0.25	-0.14	-0.43	 0.10	-0.30	-0.12	-0.54	-0.79	 0.03	-0.62	-0.38	-0.69	-1.22	-0.62	-0.58	-0.56	-0.74	-0.34	-0.89	-0.43	 0.08	-0.01	 0.04	 0.86	-0.43	-0.14	-0.54	-0.58	-0.64	-0.43	-0.79	-0.30	-0.67	-0.25	-0.34	 0.04	-0.22	-0.54	-0.17	 0.11	-0.60	 0.61	-0.45	-0.27	-0.40	-0.32	-0.06	-0.20	-0.47	-0.14	 0.10	 1.16	 1.04	-0.23	-0.38	-0.42	-0.40	-0.47	 0.11	 0.30
YGL010W	-0.40	 0.36	 0.19	 0.10	-0.51	 0.19	-0.01	 0.15	 0.07	 0.16	-0.17	-0.32	 0.00	-0.23	-0.36	-0.04	-0.04	-0.03	-0.74	-0.56	-0.76	-0.20	 0.20	-0.64	 0.60	-0.29	 0.38	 0.26	-0.42	-0.03	-0.38	-0.07	-0.45	-0.15	 0.86	-0.54	 0.08	-0.34	 0.91	 0.82	-0.49	-0.47	-0.36	 0.30	 0.36	 0.46	-0.29	-0.04	 0.15	 0.20	-0.27	-0.22	-0.12	 0.29	-0.06	-0.07	 0.08	-0.49	-0.29	-0.10	-0.06	 0.95	 0.37	 0.10	 0.23	 0.34	 0.79	 0.21	-0.01	-0.23	 0.77	 0.92	 0.70	-0.06	 0.11	 0.15	-0.12	-0.42	 0.62	 0.34
YLR235C	-0.64	-0.54	-0.04	 0.61	 0.52	-0.06	-0.18	-0.29	-0.32	-0.45	-0.07	-0.06	 0.03	-0.34	-0.23	-0.45	-0.18	-0.32	-0.03	-0.09	-0.25	 0.04	 0.39	-0.71	 0.33	-1.00	-0.10	-0.20	-0.32	-0.04	 0.82	-0.69	-0.51	-0.23	 0.71	-0.74	 0.54	-0.45	 0.55	 0.51	-0.86	-0.71	-0.89	-0.54	-0.76	-0.71	-0.34	-0.45	-0.01	-0.43	-0.40	-0.58	-0.43	-0.67	-0.56	-0.76	-0.84	 0.87	 1.22	-0.64	-0.67	-0.54	-0.49	-0.38	-0.40	-0.18	-0.40	 0.00	-0.09	-0.40	-0.54	-0.62	 0.38	-0.29	-0.18	 0.08	-0.06	-0.18	-0.29	-0.86
YFL031W	 0.38	 0.15	 0.73	 0.26	 0.55	 0.61	 0.49	 0.57	 0.66	 0.36	 0.90	 0.69	 0.32	 0.51	 0.77	 0.53	 0.53	-0.06	 0.60	 0.45	 0.53	 0.77	 1.40	 1.08	 1.18	 0.43	 1.54	 0.37	 0.76	 0.96	 0.64	 0.94	 0.87	 0.31	 0.32	 0.49	 0.55	 0.50	 0.75	 0.53	-0.01	-0.25	-0.22	 1.01	 0.12	 0.16	 0.24	 0.39	 0.00	 0.26	 0.39	 0.29	-0.07	-0.18	 0.20	 0.04	 0.07	 0.18	 0.07	-0.18	-0.36	-0.43	-0.79	-1.22	 0.42	 0.43	 0.32	 0.42	 1.29	 0.25	-1.56	-2.56	-0.17	 0.16	 0.49	 0.64	 0.46	 0.46	 0.72	-0.12
YEL052W	-0.23	-0.14	-0.25	-0.17	-0.69		-0.45	-0.15	-0.14	 0.16	 0.10	-0.15	 0.03	-0.34	-0.27	 0.03	-0.25	-0.06	-0.56	-0.54	-0.45	-0.07	 0.26	 0.01	-0.18	 0.21	 0.36	 0.31	-0.06	-0.30	 0.38	 0.31	 0.21	 0.11	 0.63	 0.01	 0.23	 0.26	 0.16	 0.43	 0.12	 0.01	 0.16	 0.44	 0.30	 0.28	-0.17	-0.25	-0.18	 0.19	 0.20	-0.22	 0.10	 0.14	 0.16	 0.16	 0.15	 0.03	 0.79	-0.17	 0.01	-0.03	 0.04	-1.18	-1.69	-1.69	-1.43	 0.96	-0.60	-0.62	-0.67	-1.40	-0.54	-0.04	-0.07	 0.54	-0.18	-0.14	 0.67	 0.31
YDL073W	 0.16	-0.25	-0.20		 0.12	-0.12	 0.29	 0.07	 0.04	-0.23	 0.07	-0.27	 0.01	 0.04	-0.07	 0.06	-0.03	-0.15	-0.51	-0.69	-0.43	-0.29	 0.29	-0.74	-0.04	-0.45	-0.30	-0.14	-0.60	-0.69	-0.45	-0.74	-0.86	-0.62	-0.15	-0.42	-0.09	-0.54	 0.24	-0.17	-0.62	-0.97	-0.69	-0.86	-0.23	-0.22	-0.30	-0.06	-0.17	-0.36	-0.40	-0.22	-0.10	-0.17	-0.32	-0.58	-0.43	-0.18	 0.69	-0.64	-0.42	 0.42	 0.10	 0.18	 0.68	 1.04	 0.75	-0.22	 0.48	 0.18	 0.40	 0.44	 0.04	-0.22	-0.18	-0.12	-0.38	-0.32	-1.00	-0.97
YDL146W	-0.45	 0.34	 0.12	-0.10	-0.54	 0.00	-0.54	-0.12	-0.14	-0.06	-0.04	-0.23	-0.22	-0.45	-0.30	 0.12	-0.32	 0.00	-0.60	-0.51	-0.58	-0.45	 0.32	-0.67	 0.20	-0.56	 0.78	 0.36	-0.62	 0.07	-0.34	 0.31	 0.07	-0.40	 0.69	-0.29	 0.20	-0.22	 0.66	 0.57	-0.18	-0.27	-0.15	 0.33	-0.09	 0.01	-0.84	-0.36	-0.27	 0.18	-0.22	-0.29	-0.27	 0.00	-0.03	-0.40	-0.10	-0.64	 0.63	-0.36	-0.23	-0.84	-1.32	-0.79	-1.00	-1.09	-1.69	-0.23	-0.06	 0.00	-1.64	-1.64	 1.12	-0.22	 0.42	 0.19	 0.01	-0.12	-0.15	-0.40
YDL219W	-0.34	 0.00	 0.07	 0.48	 0.06	 0.10	-0.34	-0.12	 0.24	-0.17	 0.18	-0.07	 0.23	-0.22	 0.03	 0.03	-0.15	 0.14	-0.30	 0.12	 0.03	-0.04	 0.53	 0.06	 1.10	 0.39	 0.61	 0.36	 0.00	 0.12	-0.29	 0.30	-0.20	 0.03	 3.22	-0.34	 0.58	-0.17	 0.62	-0.27	-0.07	 0.15	 0.29	-0.38	-0.14	 0.10	-0.03	-0.01	 0.21	 0.15	-0.47	-0.17	-0.15	 0.12	-0.14	-0.40	-0.17	 0.56	 0.81	-0.18	-0.25	-0.62	 0.65	 0.20	-0.34	-0.60	-0.58	 0.86	-0.27	-0.71	 1.33	 0.79	-0.09	 0.12	 0.43	 0.19	 0.04	-0.23	-0.29	-1.12
YGR042W	-0.32	-0.76	-0.01	 0.08	-0.15	-0.22	-0.47	-0.10	-0.20	-0.43	 0.30	 0.44	 0.19	-0.17	-0.15	-0.10	-0.42	-0.23	 0.01	 0.66	 0.20	-0.40	-0.67	-0.62	-0.58	-0.45	-0.40	 0.03	 0.28	 0.28	 0.34	 0.19	-0.25	 0.04	-0.89	-0.34	-0.81	-0.45	-0.54	-0.51	 0.77	 0.37	 0.41	 0.41	 0.03	 0.20	 0.32	 0.01	-0.23	-0.23	-0.38	-0.92	-0.54	-0.36	-0.40	 0.04	 0.21	-0.34	 0.08	-0.18	-0.04	-0.07	 0.60	 0.28	 0.15	 0.29	 0.50	 0.12	-0.04	 0.08	 0.54	 0.63	 1.28	-0.01	 0.40	 0.20	-0.06	-0.51	 0.70	 0.46
YJL172W	-0.49	-1.00	 0.07	-0.54	 0.28	-0.40	 0.36	-0.74	-0.06	-0.94	-0.01	 0.03	 0.11	-0.92	-0.25	-0.22	-0.94	-0.58	-0.42	-0.56	-1.12	-0.60	-0.76	-0.62	-0.30	-0.74	-0.03	-1.25	 0.18	 0.15	 0.26	 0.15	 0.77	 0.29	 0.01	-0.84	 0.15	-0.15	 0.06	 0.69	-0.89	-0.45	-0.45	-0.38	-0.84	-0.67	-0.92	-0.92	-0.69	-0.86	-0.20	 0.21	 0.20	-0.06	 0.29	 0.34	 0.57	 0.20	-0.30	-0.67	-0.64	 0.40	-0.17	-2.12	-2.56	-1.60	-0.76	 2.05	-0.60	 1.06	-0.14	-2.18	-1.89	-0.25	-0.51	 0.31	 0.20	 0.49	 0.58	 0.51
YBL005W-A	 1.42	 0.38	 0.82	 0.99	 0.94	 0.60	 0.86	 0.14	 0.70	 0.75	 0.53	 0.91	 0.51	 0.81	 0.76	 0.63	 0.52	 0.85	-1.03	 0.29	-0.47	 0.28	 0.08	 0.20	 0.01	 0.30	-1.06	 0.59	 0.08	-1.25	 0.15	-0.45	-0.67	-0.14	-0.51	-0.18	-0.40	-0.30	-0.54	-0.36	 0.00	 0.01	-0.09	-0.04	-0.76	-0.22	-0.15	 0.07	-0.67	-0.49	-0.54	 0.00	-0.34	-0.64	-0.10	-0.30	-0.27	-0.10	-0.38	 1.46	 0.03	 0.03	-0.09	-0.60	-0.51	-0.67	-1.00	 0.57	-0.10	-0.58	-0.07	-0.25	 0.34	 0.10	 0.14	 0.04	-0.03	 0.04	-0.64	-0.60
YCRX13W	-0.15	 0.10	-0.01	-0.27	-0.15	-0.45	 0.06	-0.40	-0.06	-0.10	-0.20	-0.18	 0.04	-0.27	-0.32	-0.32	 0.03	-0.10	-0.34	 0.03	-0.14	 0.06	 0.77	-0.30	 0.81	-2.06	 0.07		-0.22	 0.03	 0.85	 0.63	-0.71	 0.80	 0.86	-0.47	 0.37	-1.40	 0.66		-0.94	 0.06	-1.12	 1.18	 0.18	 0.01	-0.12	-0.34	-0.22	-0.42	 0.14	 0.15	 0.06	 0.00	 0.32	 0.07	 0.45	-0.03	-0.47	-0.49	-0.45	-0.32	-0.47	-1.00	-0.92	-0.89	-0.18	 0.37	-0.29	-0.03	-0.14	-0.17	 0.51	-0.64	-0.47	-0.27	-0.43	-0.36	 1.02	 0.04
YDR461W	 3.27	 3.25	 3.20	 3.01	 2.65	 1.67	 1.06	 1.18	 1.01	-0.12	 0.33	-0.62	-0.45	-0.69	-0.54	-0.42	-0.84	-0.69	-0.34	 0.28	-0.43	-0.51	 0.30	-0.92	 0.70	-0.36	 0.08	 0.72	-0.56	 0.15	 0.14	 0.77	-1.12	-0.06	 1.18	-0.92	 0.29	-0.69	 0.34	 0.65	-0.60	-0.23	-0.06	-0.30	-0.62	-0.20	 0.50	 0.56	 0.67	 0.55	 0.24	-0.56	-0.79	-0.56	-0.92	-0.86	-0.58	-0.40		 0.21	-0.06	 0.29	 0.41	 0.44	 0.63	 0.58	 0.96	-0.38	 0.42	 0.18	 1.20	 1.32	 0.55	 0.11	 0.03	 0.61	 0.11	 0.19	 0.94	 0.36
YGL011C	 0.04	-0.06	 0.16	 0.16	 0.01	 0.23	 0.00	 0.28	 0.46	-0.27	 0.38	 0.00	 0.04	-0.14	 0.00	 0.14	-0.07	-0.15	-0.34	-0.42	-0.36	-0.04	 0.03	-0.12	-0.62	-0.10	-0.47	 0.11	 0.14	-0.01	 0.21	-0.07	 0.16	 0.18	-0.74	 0.24	-0.69	 0.29	-0.18	-0.45	 0.79	 0.48	 0.71	 0.75	 0.16	 0.04	-0.01	-0.10	 0.03	 0.18	 0.24	 0.12	-0.07	 0.14	 0.23	-0.03	 0.23	-0.56	-0.79	 0.51	 0.11	 0.61	 0.38	 0.42	 0.06	-0.30	-0.34	 0.10	-0.29	-1.12	 0.96	 1.91	 0.53	 0.12	 0.38	 0.34	 0.08	-0.22	 0.90	-0.34
YBL005W-B	-0.14	-0.01	 0.14	-0.03	-0.27	-0.15	-0.10	 0.51	 0.11	 0.15	-0.29	 0.10	-0.36	-0.04	 0.00	 0.04	 0.06	 0.03	-0.29	-0.34	-0.54	-0.84	-0.25	-0.67	 0.21	-1.06	-0.47	-0.45	-0.58	-0.71	-0.06	-0.81	-0.89	 0.75	-0.47	-0.32	-0.51	-0.17	-0.32	 0.23	-1.00	-0.47	-0.76	 0.15	-0.69	-0.67	 0.00	-0.30	-0.40	-0.58	-0.56	-0.10	-0.47	-0.49	-0.20	-0.62	-0.29	-0.62	 0.21	-0.23	-0.29	 0.37	-0.34	-0.56	-0.69	-0.54	-0.94	 0.06	-0.34	-0.89	 0.08	 0.14	 0.28	-0.09	-0.25	 0.06	-0.42	-0.76	-0.18	-0.84
YER084W	-0.17	 0.11	 0.03	 0.03	-0.04	-0.20	 0.00	-0.09	-0.17	 0.12	-0.27	-0.10	-0.14	-0.15	-0.18	-0.09	-0.18	-0.04	-0.09	 0.40	 0.12	-0.06	 0.07	-0.32	 0.61	-0.94	 0.24	-0.15	 0.12	-0.30	 0.08	 0.70	 0.03	-0.25	 0.90	-0.20	 0.32	-0.23	 1.20	 1.02	-0.23	 0.07	 0.08	 0.01	-0.38	-0.32	-0.58	-0.23	-0.25	-0.34	-0.92	-0.62	-0.54	-0.36	-0.47	-1.00	-0.43	-0.56	-0.23	-0.84	-0.23	 0.88	 0.86	 1.05	 2.27	 1.13	 1.64	-1.03	 0.52	 0.48	 1.60	 1.37	 1.94	-0.51	-0.01	-0.27	-0.36	-0.62	 0.21	-0.12
YER157W	 0.06	-0.17	-0.23	-0.22	-0.15	 0.12	 0.25	-0.27	-0.04	-0.22	-0.27	 0.01	 0.01	-0.25	 0.00	-0.14	-0.01	-0.12	-1.12	 0.25	-0.45	-0.18	 0.33	-0.69	 0.69	-1.84	 0.03	 0.20	-0.30	-0.07	 0.64	-0.36	-0.54	-0.51	 0.87	-0.60		-0.38	 1.25	 1.49	-0.64	 0.39	-0.58	-0.12	-0.07	-0.18	-0.25	-0.10	-0.12	-0.29	-0.22	-0.25	-0.04	-0.01	-0.04	-0.49	-0.14	 0.08	 0.87	-0.12	-0.18	-0.56	-0.34	-0.84	-1.25	-1.25	-1.22	 0.43	-0.45	-0.64	 0.07	 0.20	-0.25	-0.06	 0.03	 0.30	 0.00	-0.10	 0.12	-0.76
YEL053C	 0.41	-0.32	 0.07	-0.06	 0.07	 0.15	-0.12	 0.24	 0.54	-0.12	 0.33	 0.04	 0.10	 0.07	 0.16	 0.55	-0.23	 0.19	-0.62	-0.64	-0.12	 0.08	 0.12	-0.20	 0.01	-0.17	-0.17	-0.20	-0.51	-0.58	-0.32	-0.29	-0.25	 0.00	-0.43	-0.15	-0.51	-0.23	-0.25	-0.67	-1.18	-0.56	-0.23	-0.89	-0.30	-0.17	-0.25	-0.03	 0.06	 0.26	-0.14	-0.32	-0.17	-0.04	-0.32	-0.32	-0.30	 0.15		-0.17	-0.12	-0.17	 0.20	-0.62	-1.12	-0.38	-0.58	 0.31	-0.74	-0.10	-0.04	-0.40	 0.06	 0.28	 0.04	 0.32	-0.47	-1.06	 0.03	-0.38
